variant,N,L2,Linf,time
FD,16,0.006454542799547141,0.006454543399752179,2.5252790451049805
FD,32,0.0016081890839927074,0.0016081900257183368,1.4090800285339355
FD,64,0.00040170815496840933,0.00040171194097527303,0.19492697715759277
FD,128,0.00010040586419941572,0.0001004080984302574,0.49323201179504395
SL,16,0.006454641364196772,0.006456352069150155,0.38108086585998535
SL,32,0.0016075114131010064,0.0016095167391692688,1.590245008468628
SL,64,0.0004003760279315181,0.00040093083266310895,11.57163405418396
SL,128,0.00010046084452802256,0.000101426894267431,75.40612602233887
